id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,wifi_ord,sim_ord,LCD,Touch,bluetooth_bin
1561,1076,0.7,191,1088,1718,2355,17,16,2,No,4,penta,high,Dual,,,14.3115234375,Touch,g,891.13,1869184,272.7,538.0,5,3,3,2,0,1,0
1562,1325,0.1,146,499,695,2328,17,10,2,No,3,single,medium,Single,2.0,10.0,49.2685546875,LCD,none,953.45,346805,176.5,662.5,1,2,-1,1,1,0,0
1563,911,0.5,182,157,763,2638,8,4,13,Yes,4,dual,medium,Dual,1.0,2.0,27.9189453125,Touch,n,1056.81,119791,484.5,70.07692307692308,2,2,4,2,0,1,1
1564,1273,0.6,178,485,1399,558,8,5,13,Yes,3,hexa,low,Single,1.0,14.0,23.1220703125,LCD,none,779.64,678515,710.7,97.92307692307692,6,1,-1,1,1,0,1
1565,1062,0.9,124,571,817,1345,16,0,11,No,4,quad,low,Single,3.0,4.0,39.0048828125,LCD,g,829.26,466507,inf,96.54545454545455,4,1,3,1,1,0,0
1566,1317,0.1,154,431,542,425,7,0,11,No,3,dual,medium,Single,6.0,9.0,12.349609375,Touch,b,529.39,233602,inf,119.72727272727273,2,2,1,1,0,1,0
1567,940,0.7,115,499,1090,2192,15,13,9,No,3,quad,high,Single,,1.0,16.0244140625,Touch,b,547.22,543910,213.0,104.44444444444444,4,3,1,1,0,1,0
1568,729,0.6,135,563,1055,3397,19,15,17,Yes,3,hexa,medium,Single,,2.0,14.2568359375,LCD,a,956.29,593965,178.6,42.88235294117647,6,2,2,1,1,0,1
1569,1494,0.9,93,944,1003,1208,14,13,17,No,4,hepta,high,Single,6.0,17.0,3.5576171875,Touch,none,814.26,946832,196.0,87.88235294117646,7,3,-1,1,0,1,0
1570,1546,0.7,124,1138,1491,267,12,10,16,Yes,4,dual,medium,Dual,2.0,6.0,26.43359375,Touch,none,839.59,1696758,378.7,96.625,2,2,-1,2,0,1,1
1571,1253,0.9,113,161,647,3518,7,3,8,No,4,quad,low,Single,,10.0,33.7431640625,Touch,g,1189.43,104167,547.8,156.625,4,1,3,1,0,1,0
1572,895,0.3,164,126,1575,3122,7,0,4,No,2,octa,low,Dual,6.0,14.0,15.833984375,LCD,g,751.4,198450,inf,223.75,8,1,3,2,1,0,0
1573,793,0.3,124,15,1196,1050,11,9,3,Yes,4,octa,medium,Dual,,2.0,42.330078125,Touch,a,688.59,17940,337.5,264.3333333333333,8,2,2,2,0,1,1
1574,1628,0.1,136,500,1713,3358,17,11,12,Yes,3,dual,medium,Dual,11.0,13.0,55.1328125,Touch,g,1038.86,856500,395.5,135.66666666666666,2,2,3,2,0,1,1
1575,625,0.8,138,203,1771,2929,10,4,17,No,3,octa,high,Dual,2.0,3.0,41.8955078125,LCD,none,793.71,359513,1124.6,36.76470588235294,8,3,-1,2,1,0,0
1576,1110,0.3,153,961,1950,624,9,7,15,No,4,octa,medium,Single,2.0,5.0,12.025390625,LCD,none,882.05,1873950,707.6,74.0,8,2,-1,1,1,0,0
1577,999,0.6,132,608,1970,1598,7,0,8,No,2,single,medium,Single,6.0,17.0,48.0859375,Touch,none,713.63,1197760,inf,124.875,1,2,-1,1,0,1,0
1578,1856,0.1,155,277,1155,2052,17,6,10,No,4,penta,low,Dual,,1.0,23.5341796875,Touch,none,1153.69,319935,489.0,185.6,5,1,-1,2,0,1,0
1579,1715,0.6,120,114,1849,1249,16,2,4,No,4,hexa,high,Dual,9.0,20.0,15.0048828125,Touch,none,1028.89,210786,2348.2,428.75,6,3,-1,2,0,1,0
1580,1897,0.3,154,630,738,412,17,11,2,Yes,4,dual,medium,Single,2.0,7.0,53.142578125,LCD,none,970.69,464940,170.4,948.5,2,2,-1,1,1,0,1
1581,1202,0.1,122,404,1742,595,19,0,3,Yes,2,dual,high,Dual,,1.0,18.6640625,LCD,none,426.48,703768,inf,400.6666666666667,2,3,-1,2,1,0,1
1582,1171,0.3,167,248,755,263,6,5,8,Yes,2,hepta,medium,Dual,2.0,19.0,19.24609375,LCD,none,474.82,187240,383.5,146.375,7,2,-1,2,1,0,1
1583,964,0.7,86,225,1234,2577,17,16,5,No,4,octa,medium,Single,,,22.2626953125,Touch,none,987.81,277650,195.9,192.8,8,2,-1,1,0,1,0
1584,1973,0.1,193,699,851,639,6,0,3,Yes,2,quad,high,Dual,6.0,10.0,45.294921875,LCD,b,570.78,594849,inf,657.6666666666666,4,3,1,2,1,0,1
1585,1992,0.1,141,649,895,3206,10,9,10,Yes,3,single,low,Dual,11.0,14.0,2.4248046875,Touch,none,1105.21,580855,252.6,199.2,1,1,-1,2,0,1,1
1586,546,1.0,159,416,1658,1550,7,2,3,Yes,2,penta,high,Dual,5.0,15.0,25.3974609375,Touch,none,453.18,689728,2105.7,182.0,5,3,-1,2,0,1,1
1587,1093,0.6,171,1310,1420,1646,12,0,6,No,4,dual,low,Single,1.0,12.0,30.6357421875,Touch,none,1173.87,1860200,inf,182.16666666666666,2,1,-1,1,0,1,0
1588,1880,0.1,200,930,1983,1930,17,7,15,Yes,2,quad,medium,Single,11.0,14.0,35.1025390625,Touch,none,820.43,1844190,719.5,125.33333333333333,4,2,-1,1,0,1,1
1589,1765,0.7,87,835,1175,3695,6,5,18,No,3,dual,medium,Single,3.0,7.0,11.0078125,LCD,none,1225.14,981125,596.9,98.05555555555556,2,2,-1,1,1,0,0
1590,1640,0.9,87,664,1806,3235,6,1,10,No,4,octa,low,Dual,1.0,11.0,35.439453125,LCD,b,1193.07,1199184,4587.2,164.0,8,1,1,2,1,0,0
1591,1830,0.9,191,460,1583,2334,8,7,14,No,2,hexa,low,Single,,12.0,7.1328125,Touch,none,664.21,728180,574.4,130.71428571428572,6,1,-1,1,0,1,0
1592,826,0.7,187,778,1615,1998,17,4,17,No,2,quad,low,Single,3.0,19.0,60.9150390625,LCD,none,628.91,1256470,1025.5,48.588235294117645,4,1,-1,1,1,0,0
1593,1864,0.1,142,225,1545,2258,10,1,10,No,4,single,medium,Single,,2.0,7.189453125,LCD,none,1164.81,347625,3924.3,186.4,1,2,-1,1,1,0,0
1594,586,0.3,121,785,1118,1869,12,2,7,Yes,4,hepta,low,Single,16.0,17.0,41.68359375,Touch,g,838.95,877630,1419.9,83.71428571428571,7,1,3,1,0,1,1
1595,1206,0.6,127,1581,1713,1825,7,1,4,No,4,triple,high,Dual,10.0,13.0,30.1669921875,LCD,g,944.33,2708253,4351.0,301.5,3,3,3,2,1,0,0
1596,832,0.1,165,9,1944,3946,12,5,14,Yes,4,penta,low,Dual,1.0,2.0,5.021484375,Touch,n,902.75,17496,987.6,59.42857142857143,5,1,4,2,0,1,1
1597,848,0.1,103,7,1294,436,10,6,15,Yes,3,hepta,high,Single,1.0,3.0,8.6728515625,Touch,b,543.24,9058,547.8,56.53333333333333,7,3,1,1,0,1,1
1598,1851,0.7,112,174,1175,2678,6,0,8,No,3,hexa,high,Single,,2.0,51.91796875,LCD,none,589.61,204450,inf,231.375,6,3,-1,1,1,0,0
1599,1166,0.5,80,437,638,3887,8,6,7,Yes,3,single,low,Single,7.0,11.0,57.591796875,LCD,n,1085.65,278806,270.1,166.57142857142858,1,1,4,1,1,0,1
1600,1776,0.1,172,278,623,1813,16,13,20,Yes,3,quad,medium,Dual,10.0,16.0,34.361328125,Touch,b,646.71,173194,121.7,88.8,4,2,1,2,0,1,1
1601,1254,0.2,134,1288,1372,817,14,1,16,Yes,4,dual,medium,Single,2.0,10.0,27.1123046875,Touch,n,905.35,1767136,3484.9,78.375,2,2,4,1,0,1,1
1602,1494,0.2,101,979,1190,3614,15,12,9,No,4,single,medium,Dual,4.0,17.0,23.8505859375,LCD,none,1382.37,1165010,251.9,166.0,1,2,-1,2,1,0,0
1603,984,0.5,119,56,1931,2013,11,7,16,Yes,4,octa,medium,Dual,,18.0,38.640625,Touch,none,765.47,108136,700.7,61.5,8,2,-1,2,0,1,1
1604,1179,0.9,154,913,1429,543,8,7,18,Yes,2,penta,low,Single,1.0,17.0,5.4716796875,LCD,b,490.74,1304677,518.5,65.5,5,1,1,1,1,0,1
1605,513,0.4,174,282,710,3400,16,6,13,No,2,octa,medium,Single,8.0,13.0,27.205078125,Touch,n,999.24,200220,300.6,39.46153846153846,8,2,4,1,0,1,0
1606,557,0.2,89,322,710,2623,17,16,16,No,2,hexa,low,Dual,3.0,4.0,16.8974609375,LCD,none,634.25,228620,112.7,34.8125,6,1,-1,2,1,0,0
1607,744,0.5,105,1252,1963,2700,9,3,19,No,4,quad,medium,Dual,,2.0,32.6845703125,LCD,none,831.07,2457676,1662.0,39.1578947368421,4,2,-1,2,1,0,0
1608,1129,0.6,116,1128,1702,1400,11,0,13,Yes,4,dual,low,Dual,9.0,10.0,20.9541015625,Touch,none,975.98,1919856,inf,86.84615384615384,2,1,-1,2,0,1,1
1609,1148,0.3,170,606,688,3127,10,7,11,No,4,penta,high,Dual,,20.0,57.205078125,LCD,none,915.17,416928,249.6,104.36363636363636,5,3,-1,2,1,0,0
1610,1793,0.7,175,655,1459,2803,19,9,6,No,4,penta,high,Single,12.0,17.0,43.19921875,Touch,g,931.13,955645,411.8,298.8333333333333,5,3,3,1,0,1,0
1611,1310,0.2,150,954,970,2518,18,17,5,No,2,penta,high,Dual,3.0,11.0,15.3046875,Touch,n,939.67,925380,144.9,262.0,5,3,4,2,0,1,0
1612,1604,0.5,191,68,1042,3564,7,2,2,No,3,hexa,medium,Single,1.0,15.0,6.5068359375,Touch,none,1032.96,70856,1323.3,802.0,6,2,-1,1,0,1,0
1613,1676,0.2,145,134,1197,2515,14,8,4,No,3,single,medium,Single,2.0,3.0,36.306640625,LCD,a,697.23,160398,380.0,419.0,1,2,2,1,1,0,0
1614,1001,0.2,117,922,1836,3654,13,9,10,No,3,triple,high,Dual,1.0,7.0,39.21484375,Touch,a,1273.05,1692792,518.2,100.1,3,3,2,2,0,1,0
1615,1086,0.1,135,1874,1976,3930,17,1,18,No,4,octa,high,Single,,19.0,24.2353515625,Touch,a,1492.37,3703024,5019.0,60.333333333333336,8,3,2,1,0,1,0
1616,1986,0.1,89,251,599,3476,11,8,17,Yes,4,hepta,low,Dual,7.0,19.0,38.4697265625,Touch,none,1165.1,150349,190.2,116.82352941176471,7,1,-1,2,0,1,1
1617,634,0.2,192,1362,1853,3242,18,11,4,Yes,3,single,low,Single,5.0,12.0,40.4619140625,LCD,b,1109.09,2523786,427.9,158.5,1,1,1,1,1,0,1
1618,502,1.0,82,281,1159,2666,5,4,20,No,3,hexa,low,Single,7.0,8.0,51.25390625,Touch,none,730.64,325679,736.0,25.1,6,1,-1,1,0,1,0
1619,1641,0.7,97,224,1994,1695,13,6,17,No,3,octa,medium,Single,6.0,7.0,47.6943359375,LCD,g,912.73,446656,844.1,96.52941176470588,8,2,3,1,1,0,0
1620,623,0.2,189,778,844,3510,14,4,18,No,4,triple,medium,Dual,,1.0,14.7373046875,LCD,n,1241.09,656632,535.9,34.611111111111114,3,2,4,2,1,0,0
1621,962,0.1,161,546,1424,3438,14,3,20,Yes,2,octa,medium,Dual,3.0,20.0,17.1904296875,LCD,none,506.42,777504,1205.7,48.1,8,2,-1,2,1,0,1
1622,1057,0.1,97,397,891,2033,16,9,2,Yes,4,quad,high,Single,3.0,10.0,40.82421875,Touch,none,971.26,353727,251.5,528.5,4,3,-1,1,0,1,1
1623,1862,1.0,182,386,1046,1017,11,3,9,No,3,single,medium,Single,1.0,2.0,61.3974609375,LCD,none,810.94,403756,885.6,206.88888888888889,1,2,-1,1,1,0,0
1624,555,0.8,193,214,1970,1686,8,1,8,Yes,4,dual,high,Dual,5.0,10.0,37.373046875,LCD,b,581.15,421580,5003.8,69.375,2,3,1,2,1,0,1
1625,1000,1.0,135,461,833,862,7,0,20,No,4,penta,high,Single,1.0,12.0,57.3291015625,LCD,none,744.89,384013,inf,50.0,5,3,-1,1,1,0,0
1626,841,0.3,81,125,675,957,6,5,11,No,4,penta,low,Single,6.0,14.0,11.13671875,Touch,none,873.93,84375,342.9,76.45454545454545,5,1,-1,1,0,1,0
1627,865,0.1,89,335,1009,3494,13,3,14,No,2,quad,high,Single,5.0,12.0,16.1025390625,LCD,n,800.63,338015,854.3,61.785714285714285,4,3,4,1,1,0,0
1628,999,1.0,165,342,1641,3083,8,4,11,No,4,quad,high,Dual,11.0,13.0,55.1728515625,Touch,a,912.72,561222,1042.0,90.81818181818181,4,3,2,2,0,1,0
1629,1232,0.9,131,625,761,1656,8,4,15,No,3,hexa,medium,Single,12.0,14.0,30.23828125,Touch,a,731.65,475625,483.2,82.13333333333334,6,2,2,1,0,1,0
1630,1194,0.2,165,494,509,313,15,1,19,No,4,dual,high,Single,6.0,12.0,33.4931640625,Touch,none,629.73,251446,1292.9,62.8421052631579,2,3,-1,1,0,1,0
1631,612,0.8,179,1145,1487,3282,16,2,18,Yes,4,octa,low,Dual,1.0,6.0,20.24609375,Touch,b,1114.74,1702615,1888.5,34.0,8,1,1,2,0,1,1
1632,1362,0.5,186,600,1042,3629,19,17,5,Yes,2,hexa,high,Single,,4.0,46.326171875,Touch,a,829.14,625200,155.7,272.4,6,3,2,1,0,1,1
1633,1469,0.5,169,484,711,1687,15,5,5,No,4,dual,medium,Dual,11.0,14.0,43.2685546875,Touch,b,1042.78,344124,361.2,293.8,2,2,1,2,0,1,0
1634,986,0.8,182,199,679,1149,8,7,18,Yes,4,quad,low,Single,13.0,20.0,27.6923828125,Touch,none,780.76,135121,246.4,54.77777777777778,4,1,-1,1,0,1,1
1635,1843,0.8,104,21,832,3899,5,4,6,No,4,triple,high,Single,1.0,7.0,61.15625,LCD,n,1173.03,17472,528.3,307.1666666666667,3,3,4,1,1,0,0
1636,1561,0.5,134,885,1811,1783,13,12,10,No,4,dual,low,Dual,10.0,13.0,4.1767578125,Touch,none,1211.64,1602735,383.3,156.1,2,1,-1,2,0,1,0
1637,1695,0.5,189,308,1208,1629,8,6,11,Yes,4,penta,low,Dual,2.0,13.0,46.216796875,Touch,none,989.66,372064,511.4,154.0909090909091,5,1,-1,2,0,1,1
1638,667,0.8,185,1015,1947,2528,11,8,8,No,2,single,high,Dual,3.0,7.0,8.1123046875,Touch,none,639.52,1976205,618.2,83.375,1,3,-1,2,0,1,0
1639,1768,0.8,88,1303,1814,3256,9,6,5,Yes,4,hepta,medium,Single,,2.0,2.826171875,Touch,none,1261.47,2363642,767.9,353.6,7,2,-1,1,0,1,1
1640,1269,1.0,180,406,1036,2341,10,9,16,Yes,2,octa,high,Dual,16.0,17.0,40.4609375,LCD,b,688.19,420616,292.4,79.3125,8,3,1,2,1,0,1
1641,1109,0.9,151,124,833,2785,15,10,16,Yes,3,single,high,Dual,6.0,12.0,56.173828125,LCD,none,603.15,103292,211.6,69.3125,1,3,-1,2,1,0,1
1642,936,0.1,164,150,1677,3761,13,1,12,No,4,triple,low,Dual,14.0,17.0,14.0966796875,LCD,none,953.86,251550,4259.6,78.0,3,1,-1,2,1,0,0
1643,1713,0.7,199,108,1963,1513,15,6,2,Yes,4,hexa,medium,Single,9.0,16.0,5.521484375,LCD,n,897.63,212004,831.0,856.5,6,2,4,1,1,0,1
1644,1175,0.6,167,90,557,2240,10,6,5,Yes,4,dual,medium,Dual,1.0,7.0,44.587890625,Touch,none,1102.79,50130,235.8,235.0,2,2,-1,2,0,1,1
1645,1940,0.2,194,588,1809,820,19,18,3,Yes,4,quad,medium,Dual,,1.0,4.9580078125,Touch,a,750.65,1063692,255.3,646.6666666666666,4,2,2,2,0,1,1
1646,855,0.5,159,1028,1196,1875,16,8,8,Yes,4,dual,low,Single,2.0,3.0,58.30859375,Touch,a,831.79,1229488,379.7,106.875,2,1,2,1,0,1,1
1647,771,0.1,157,776,1247,920,16,2,10,Yes,4,triple,low,Dual,,17.0,32.5634765625,Touch,a,686.94,967672,1583.7,77.1,3,1,2,2,0,1,1
1648,645,1.0,174,278,584,3615,18,8,13,No,4,quad,high,Single,10.0,14.0,62.060546875,LCD,a,1133.35,162352,185.4,49.61538461538461,4,3,2,1,1,0,0
1649,1307,0.6,88,897,1103,1412,16,9,5,No,2,hepta,medium,Single,2.0,3.0,7.22265625,LCD,a,685.8,989391,311.3,261.4,7,2,2,1,1,0,0
1650,1948,0.2,136,651,700,361,6,1,10,No,2,single,high,Dual,4.0,13.0,5.302734375,Touch,none,779.19,455700,1778.0,194.8,1,3,-1,2,0,1,0
1651,1509,0.3,81,1010,1684,1540,12,8,3,No,3,quad,low,Dual,5.0,8.0,49.2802734375,Touch,none,1061.36,1700840,534.7,503.0,4,1,-1,2,0,1,0
1652,626,0.8,109,737,1759,1077,6,1,4,Yes,4,dual,high,Dual,3.0,9.0,11.1640625,LCD,b,794.45,1296383,4467.9,156.5,2,3,1,2,1,0,1
1653,1190,0.2,93,1399,1646,3610,13,7,9,No,2,penta,medium,Dual,,1.0,39.7216796875,LCD,a,1052.44,2302754,597.3,132.22222222222223,5,2,2,2,1,0,0
1654,1727,0.3,158,376,1288,512,5,2,6,Yes,2,hexa,medium,Dual,10.0,18.0,56.009765625,LCD,none,600.1,484288,1635.8,287.8333333333333,6,2,-1,2,1,0,1
1655,1670,0.5,114,1117,1330,3024,6,0,20,Yes,2,octa,high,Single,14.0,20.0,60.9140625,LCD,g,1144.47,1485610,inf,83.5,8,3,3,1,1,0,1
1656,1150,1.0,134,234,1947,1610,11,0,16,Yes,4,single,low,Dual,4.0,17.0,26.9443359375,LCD,none,808.21,455598,inf,71.875,1,1,-1,2,1,0,1
1657,1208,1.0,175,691,1028,2201,17,16,12,No,4,single,high,Single,5.0,19.0,15.8896484375,LCD,none,1040.92,710348,163.2,100.66666666666667,1,3,-1,1,1,0,0
1658,1812,1.0,162,380,1550,3338,18,13,11,Yes,4,hepta,medium,Dual,4.0,15.0,41.2607421875,Touch,n,1326.52,589000,302.8,164.72727272727272,7,2,4,2,0,1,1
1659,770,0.2,196,603,1483,3473,7,3,4,Yes,2,quad,medium,Dual,6.0,9.0,60.3095703125,LCD,b,774.61,894249,1255.6,192.5,4,2,1,2,1,0,1
1660,1559,0.3,114,117,681,2203,7,5,15,Yes,4,octa,medium,Dual,10.0,17.0,10.484375,Touch,n,896.13,79677,345.9,103.93333333333334,8,2,4,2,0,1,1
1661,1902,0.2,155,766,877,940,14,10,15,No,3,quad,low,Single,10.0,11.0,13.345703125,Touch,none,852.07,671782,222.8,126.8,4,1,-1,1,0,1,0
1662,1751,0.6,146,1499,1952,1155,19,14,12,No,2,octa,high,Single,1.0,9.0,4.57421875,Touch,g,938.3,2926048,354.1,145.91666666666666,8,3,3,1,0,1,0
1663,1416,0.1,93,1175,1578,3872,10,2,7,Yes,2,quad,medium,Dual,,,19.712890625,LCD,b,660.46,1854150,2004.1,202.28571428571428,4,2,1,2,1,0,1
1664,1288,0.2,115,988,1503,1882,16,6,10,No,4,hexa,low,Dual,3.0,6.0,59.7578125,LCD,b,876.42,1484964,636.3,128.8,6,1,1,2,1,0,0
1665,1003,0.6,119,190,1905,1798,16,7,10,Yes,4,octa,high,Single,16.0,19.0,15.533203125,LCD,none,749.96,361950,691.2,100.3,8,3,-1,1,1,0,1
1666,1715,0.1,96,674,1375,2598,17,2,3,Yes,4,hexa,low,Dual,1.0,3.0,18.03515625,LCD,none,1227.35,926750,1746.2,571.6666666666666,6,1,-1,2,1,0,1
1667,1967,0.6,199,518,1374,1567,15,2,7,No,4,single,low,Single,,7.0,45.48046875,Touch,none,706.81,711732,1745.0,281.0,1,1,-1,1,0,1,0
1668,962,0.9,125,1618,1916,1491,16,2,14,No,3,single,medium,Dual,14.0,20.0,2.26953125,LCD,none,877.96,3100088,2433.3,68.71428571428571,1,2,-1,2,1,0,0
1669,1487,0.8,120,857,989,2003,12,4,3,No,4,dual,medium,Single,5.0,7.0,40.9873046875,LCD,none,832.0,847573,628.0,495.6666666666667,2,2,-1,1,1,0,0
1670,1569,0.9,190,371,665,3905,6,2,4,Yes,4,quad,medium,Dual,4.0,6.0,53.5146484375,LCD,none,1363.38,246715,844.6,392.25,4,2,-1,2,1,0,1
1671,1146,0.4,111,73,583,291,19,9,11,No,4,penta,high,Single,5.0,10.0,56.2314453125,Touch,b,639.76,42559,164.5,104.18181818181819,5,3,1,1,0,1,0
1672,1379,0.8,118,98,755,1693,11,4,18,Yes,4,octa,medium,Single,6.0,13.0,9.12890625,LCD,b,828.53,73990,479.4,76.61111111111111,8,2,1,1,1,0,1
1673,1504,0.3,152,395,1853,1788,13,11,13,No,4,quad,medium,Dual,7.0,9.0,25.3330078125,LCD,b,893.16,731935,427.9,115.6923076923077,4,2,1,2,1,0,0
1674,1945,0.7,112,1064,1540,3322,18,7,20,No,2,hexa,medium,Single,3.0,5.0,25.8525390625,LCD,a,1138.46,1638560,558.8,97.25,6,2,2,1,1,0,0
1675,1630,0.9,80,712,1726,1751,12,10,20,Yes,4,hexa,high,Dual,,1.0,32.1416015625,LCD,b,1082.17,1228912,438.4,81.5,6,3,1,2,1,0,1
1676,1125,0.4,117,774,939,1641,14,8,12,Yes,3,single,high,Single,10.0,14.0,22.892578125,Touch,none,772.91,726786,298.1,93.75,1,3,-1,1,0,1,1
1677,614,0.1,178,1012,1040,2854,10,7,12,Yes,4,hepta,low,Single,4.0,7.0,49.669921875,LCD,g,943.77,1052480,377.4,51.166666666666664,7,1,3,1,1,0,1
1678,854,0.9,101,730,1148,3115,7,0,2,No,4,quad,medium,Single,5.0,9.0,17.021484375,LCD,none,900.52,838040,inf,427.0,4,2,-1,1,1,0,0
1679,1470,0.1,121,777,1090,3259,10,1,14,Yes,3,single,medium,Dual,6.0,9.0,44.5146484375,LCD,g,928.67,846930,2768.6,105.0,1,2,3,2,1,0,1
1680,1826,0.6,172,973,1633,1612,17,9,17,Yes,4,octa,low,Dual,5.0,6.0,48.59765625,Touch,none,987.18,1588909,460.9,107.41176470588235,8,1,-1,2,0,1,1
1681,807,0.2,127,245,829,2319,5,4,4,Yes,2,quad,low,Dual,,,36.974609375,LCD,none,665.08,203105,526.4,201.75,4,1,-1,2,1,0,1
1682,1996,0.1,138,937,1083,1258,17,14,16,Yes,4,penta,high,Dual,,4.0,7.3662109375,LCD,none,939.15,1014771,196.5,124.75,5,3,-1,2,1,0,1
1683,1083,0.7,158,937,1164,1543,18,3,10,Yes,2,penta,medium,Single,3.0,5.0,40.5712890625,LCD,b,593.18,1090668,985.5,108.3,5,2,1,1,1,0,1
1684,1035,0.3,178,574,1171,3991,12,4,19,No,4,dual,low,Dual,14.0,15.0,48.5078125,LCD,none,1145.72,672154,743.6,54.473684210526315,2,1,-1,2,1,0,0
1685,1521,0.3,143,678,1630,3555,5,2,19,Yes,4,single,medium,Single,5.0,9.0,61.5048828125,LCD,none,1245.21,1105140,2070.1,80.05263157894737,1,2,-1,1,1,0,1
1686,1314,1.0,87,82,512,3411,17,16,18,Yes,4,quad,high,Dual,13.0,18.0,5.2626953125,LCD,none,1076.13,41984,81.3,73.0,4,3,-1,2,1,0,1
1687,535,0.2,190,398,1775,524,9,3,4,No,2,octa,medium,Single,5.0,19.0,23.5380859375,LCD,none,551.7,706450,1502.8,133.75,8,2,-1,1,1,0,0
1688,673,0.4,142,1096,1570,3541,18,17,4,Yes,4,hexa,medium,Single,13.0,14.0,35.138671875,LCD,a,1006.78,1720720,234.6,168.25,6,2,2,1,1,0,1
1689,1219,0.3,169,1419,1698,1998,9,2,4,No,2,hexa,medium,Dual,5.0,7.0,4.7724609375,LCD,none,877.17,2409462,2156.5,304.75,6,2,-1,2,1,0,0
1690,1606,0.9,200,157,770,3437,11,1,2,Yes,4,penta,low,Dual,,,32.5673828125,LCD,none,1152.67,120890,1955.8,803.0,5,1,-1,2,1,0,1
1691,1603,0.5,114,430,1207,1637,17,3,11,Yes,4,dual,low,Dual,1.0,8.0,17.2421875,LCD,g,727.6,519010,1021.9,145.72727272727272,2,1,3,2,1,0,1
1692,1958,0.4,153,1524,1848,3064,7,6,3,No,4,single,low,Single,6.0,14.0,51.21484375,LCD,none,1237.19,2816352,782.3,652.6666666666666,1,1,-1,1,1,0,0
1693,695,0.6,196,1649,1829,2855,16,13,7,No,4,dual,low,Single,18.0,19.0,12.703125,Touch,b,1222.54,3016021,357.4,99.28571428571429,2,1,1,1,0,1,0
1694,1441,0.5,106,254,954,1393,9,4,4,No,4,single,low,Dual,,12.0,51.8564453125,Touch,g,869.19,242316,605.8,360.25,1,1,3,2,0,1,0
1695,1470,0.4,138,1790,1988,1633,18,4,4,No,4,hepta,medium,Dual,4.0,10.0,33.181640625,LCD,none,1011.12,3558520,1262.4,367.5,7,2,-1,2,1,0,0
1696,1890,0.5,127,1438,1832,2392,10,4,15,No,4,quad,medium,Single,4.0,5.0,47.4775390625,LCD,g,1137.46,2634416,1163.3,126.0,4,2,3,1,1,0,0
1697,1152,0.3,82,1304,1673,3284,15,2,8,Yes,4,dual,medium,Dual,,,25.482421875,LCD,n,1392.46,2181592,2124.7,144.0,2,2,4,2,1,0,1
1698,1619,0.9,117,813,1180,464,7,5,16,Yes,3,hexa,low,Single,3.0,9.0,20.310546875,LCD,b,801.63,959340,599.4,101.1875,6,1,1,1,1,0,1
1699,1002,0.7,180,948,1007,1234,19,13,18,Yes,3,hepta,medium,Single,1.0,7.0,44.5595703125,Touch,none,752.29,954636,196.8,55.666666666666664,7,2,-1,1,0,1,1
1700,742,0.7,139,1161,1288,292,8,0,6,Yes,4,triple,low,Single,,1.0,35.8388671875,Touch,b,648.87,1495368,inf,123.66666666666667,3,1,1,1,0,1,1
1701,1306,0.4,174,867,1258,2521,6,5,16,Yes,4,triple,medium,Dual,2.0,9.0,32.7724609375,LCD,none,1103.46,1090686,639.1,81.625,3,2,-1,2,1,0,1
1702,1424,0.6,180,181,1199,2658,15,0,19,Yes,3,penta,high,Dual,,,19.80078125,LCD,none,1035.56,217019,inf,74.94736842105263,5,3,-1,2,1,0,1
1703,942,0.5,91,754,1532,587,6,3,13,No,2,quad,medium,Dual,8.0,9.0,27.1376953125,Touch,b,457.39,1155128,1297.1,72.46153846153847,4,2,1,2,0,1,0
1704,1934,0.1,118,242,1127,2190,18,1,9,Yes,4,quad,high,Single,8.0,16.0,2.0732421875,LCD,g,972.26,272734,2862.6,214.88888888888889,4,3,3,1,1,0,1
1705,1290,0.3,110,405,742,879,16,2,8,Yes,4,quad,medium,Dual,19.0,20.0,35.2421875,LCD,none,728.93,300510,942.3,161.25,4,2,-1,2,1,0,1
1706,930,0.9,80,1569,1763,1743,7,1,9,No,2,single,medium,Dual,,13.0,53.240234375,Touch,none,800.54,2766147,4478.0,103.33333333333333,1,2,-1,2,0,1,0
1707,1699,0.1,156,105,1099,1181,16,0,18,Yes,3,quad,low,Single,16.0,20.0,21.1669921875,Touch,none,650.25,115395,inf,94.38888888888889,4,1,-1,1,0,1,1
1708,1849,0.5,181,978,1986,3330,14,4,15,Yes,3,hepta,low,Single,1.0,12.0,28.853515625,LCD,b,1238.54,1942308,1261.1,123.26666666666667,7,1,1,1,1,0,1
1709,1922,0.6,153,725,1882,3564,12,1,17,No,4,octa,low,Single,15.0,16.0,41.5556640625,LCD,none,1076.47,1364450,4780.3,113.05882352941177,8,1,-1,1,1,0,0
1710,548,0.4,146,657,1657,562,17,14,8,No,4,quad,medium,Dual,,14.0,55.4775390625,Touch,a,685.5,1088649,300.6,68.5,4,2,2,2,0,1,0
1711,916,0.2,82,1147,1393,1659,11,10,11,Yes,4,quad,low,Single,,1.0,45.7099609375,Touch,none,785.79,1597771,353.8,83.27272727272727,4,1,-1,1,0,1,1
